customer_id,signup_date,billing_date,plan,region,payment_success,discount,revenue
C00007,2024-07-19,2024-07-19,Basic,Lagos,1,1000,4000
C00007,2024-07-19,2024-08-18,Basic,Lagos,1,500,4500
C00007,2024-07-19,2024-09-17,Basic,Lagos,1,0,5000
C00007,2024-07-19,2024-10-17,Basic,Lagos,1,0,5000
C00007,2024-07-19,2024-11-16,Basic,Lagos,1,500,4500
C00007,2024-07-19,2024-12-16,Basic,Lagos,1,500,4500
C00008,2024-05-23,2024-05-23,Premium,Abuja,1,0,12000
C00008,2024-05-23,2024-06-22,Premium,Abuja,0,0,0
C00008,2024-05-23,2024-07-22,Premium,Abuja,1,500,11500
C00008,2024-05-23,2024-08-21,Premium,Abuja,1,0,12000
C00008,2024-05-23,2024-09-20,Premium,Abuja,1,1000,11000
C00008,2024-05-23,2024-10-20,Premium,Abuja,1,0,12000
C00008,2024-05-23,2024-11-19,Premium,Abuja,0,2000,0
C00008,2024-05-23,2024-12-19,Premium,Abuja,1,0,12000
C00009,2024-06-09,2024-06-09,Basic,Lagos,1,500,4500
C00009,2024-06-09,2024-07-09,Basic,Lagos,1,500,4500
C00009,2024-06-09,2024-08-08,Basic,Lagos,1,0,5000
C00009,2024-06-09,2024-09-07,Basic,Lagos,1,2000,3000
C00009,2024-06-09,2024-10-07,Basic,Lagos,1,500,4500
C00009,2024-06-09,2024-11-06,Basic,Lagos,1,0,5000
C00009,2024-06-09,2024-12-06,Basic,Lagos,1,500,4500
C00010,2024-02-04,2024-02-04,Standard,Port Harcourt,1,1000,7000
C00010,2024-02-04,2024-03-05,Standard,Port Harcourt,0,0,0
C00011,2024-06-29,2024-06-29,Standard,Port Harcourt,1,0,8000
C00011,2024-06-29,2024-07-29,Standard,Port Harcourt,1,0,8000
C00011,2024-06-29,2024-08-28,Standard,Port Harcourt,1,1000,7000
C00011,2024-06-29,2024-09-27,Standard,Port Harcourt,1,0,8000
C00011,2024-06-29,2024-10-27,Standard,Port Harcourt,0,0,0
C00011,2024-06-29,2024-11-26,Standard,Port Harcourt,1,500,7500
C00011,2024-06-29,2024-12-26,Standard,Port Harcourt,1,0,8000
C00012,2024-01-13,2024-01-13,Basic,Kano,1,500,4500
C00012,2024-01-13,2024-02-12,Basic,Kano,1,500,4500
C00012,2024-01-13,2024-03-13,Basic,Kano,1,0,5000
C00012,2024-01-13,2024-04-12,Basic,Kano,1,0,5000
C00012,2024-01-13,2024-05-12,Basic,Kano,1,0,5000
C00012,2024-01-13,2024-06-11,Basic,Kano,1,0,5000
C00012,2024-01-13,2024-07-11,Basic,Kano,1,0,5000
C00012,2024-01-13,2024-08-10,Basic,Kano,1,0,5000
C00012,2024-01-13,2024-09-09,Basic,Kano,1,0,5000
C00012,2024-01-13,2024-10-09,Basic,Kano,1,500,4500
C00012,2024-01-13,2024-11-08,Basic,Kano,0,0,0
C00013,2024-10-01,2024-10-01,Basic,Kano,1,0,5000
C00013,2024-10-01,2024-10-31,Basic,Kano,1,500,4500
C00013,2024-10-01,2024-11-30,Basic,Kano,0,0,0
C00014,2024-03-29,2024-03-29,Standard,Abuja,1,0,8000
C00014,2024-03-29,2024-04-28,Standard,Abuja,1,500,7500
C00014,2024-03-29,2024-05-28,Standard,Abuja,1,500,7500
C00014,2024-03-29,2024-06-27,Standard,Abuja,1,0,8000
C00014,2024-03-29,2024-07-27,Standard,Abuja,0,0,0
C00015,2024-02-08,2024-02-08,Basic,Lagos,1,0,5000
C00015,2024-02-08,2024-03-09,Basic,Lagos,1,0,5000
C00015,2024-02-08,2024-04-08,Basic,Lagos,1,0,5000
C00015,2024-02-08,2024-05-08,Basic,Lagos,1,0,5000
C00015,2024-02-08,2024-06-07,Basic,Lagos,1,0,5000
C00015,2024-02-08,2024-07-07,Basic,Lagos,0,0,0
C00016,2024-06-27,2024-06-27,Premium,Port Harcourt,1,2000,10000
C00016,2024-06-27,2024-07-27,Premium,Port Harcourt,1,0,12000
C00016,2024-06-27,2024-08-26,Premium,Port Harcourt,1,0,12000
C00016,2024-06-27,2024-09-25,Premium,Port Harcourt,1,0,12000
C00016,2024-06-27,2024-10-25,Premium,Port Harcourt,1,1000,11000
C00016,2024-06-27,2024-11-24,Premium,Port Harcourt,1,500,11500
C00016,2024-06-27,2024-12-24,Premium,Port Harcourt,1,500,11500
C00017,2024-09-05,2024-09-05,Standard,Abuja,1,1000,7000
C00017,2024-09-05,2024-10-05,Standard,Abuja,1,0,8000
C00017,2024-09-05,2024-11-04,Standard,Abuja,1,1000,7000
C00017,2024-09-05,2024-12-04,Standard,Abuja,1,500,7500
C00018,2024-10-12,2024-10-12,Premium,Lagos,1,0,12000
C00018,2024-10-12,2024-11-11,Premium,Lagos,1,0,12000
C00018,2024-10-12,2024-12-11,Premium,Lagos,1,0,12000
C00019,2024-08-10,2024-08-10,Premium,Kano,1,0,12000
C00019,2024-08-10,2024-09-09,Premium,Kano,1,0,12000
C00019,2024-08-10,2024-10-09,Premium,Kano,0,500,0
C00020,2024-07-04,2024-07-04,Basic,Kano,1,500,4500
C00020,2024-07-04,2024-08-03,Basic,Kano,1,2000,3000
C00020,2024-07-04,2024-09-02,Basic,Kano,1,1000,4000
C00020,2024-07-04,2024-10-02,Basic,Kano,1,0,5000
C00020,2024-07-04,2024-11-01,Basic,Kano,1,0,5000
C00020,2024-07-04,2024-12-01,Basic,Kano,1,0,5000
C00020,2024-07-04,2024-12-31,Basic,Kano,1,0,5000
C00021,2024-05-11,2024-05-11,Basic,Port Harcourt,1,500,4500
C00021,2024-05-11,2024-06-10,Basic,Port Harcourt,1,1000,4000
C00021,2024-05-11,2024-07-10,Basic,Port Harcourt,1,0,5000
C00021,2024-05-11,2024-08-09,Basic,Port Harcourt,1,0,5000
C00021,2024-05-11,2024-09-08,Basic,Port Harcourt,1,500,4500
C00021,2024-05-11,2024-10-08,Basic,Port Harcourt,0,0,0
C00022,2024-04-26,2024-04-26,Premium,Port Harcourt,0,0,0
C00022,2024-04-26,2024-05-26,Basic,Port Harcourt,0,0,0
C00022,2024-04-26,2024-06-25,Basic,Port Harcourt,1,500,4500
C00022,2024-04-26,2024-07-25,Basic,Port Harcourt,1,500,4500
C00022,2024-04-26,2024-08-24,Basic,Port Harcourt,0,0,0
C00022,2024-04-26,2024-09-23,Basic,Port Harcourt,1,0,5000
C00022,2024-04-26,2024-10-23,Basic,Port Harcourt,1,0,5000
C00022,2024-04-26,2024-11-22,Basic,Port Harcourt,1,0,5000
C00022,2024-04-26,2024-12-22,Basic,Port Harcourt,0,2000,0
C00023,2024-07-30,2024-07-30,Standard,Port Harcourt,1,1000,7000
C00023,2024-07-30,2024-08-29,Standard,Port Harcourt,0,500,0
C00023,2024-07-30,2024-09-28,Standard,Port Harcourt,0,1000,0
C00024,2024-03-05,2024-03-05,Basic,Kano,1,0,5000
C00024,2024-03-05,2024-04-04,Basic,Kano,0,1000,0
C00024,2024-03-05,2024-05-04,Basic,Kano,1,0,5000
C00024,2024-03-05,2024-06-03,Basic,Kano,1,1000,4000
C00024,2024-03-05,2024-07-03,Basic,Kano,0,0,0
C00024,2024-03-05,2024-08-02,Basic,Kano,1,0,5000
C00024,2024-03-05,2024-09-01,Basic,Kano,1,2000,3000
C00024,2024-03-05,2024-10-01,Basic,Kano,1,500,4500
C00024,2024-03-05,2024-10-31,Basic,Kano,1,0,5000
C00024,2024-03-05,2024-11-30,Basic,Kano,1,500,4500
C00024,2024-03-05,2024-12-30,Basic,Kano,1,0,5000
C00025,2024-08-09,2024-08-09,Standard,Abuja,1,0,8000
C00025,2024-08-09,2024-09-08,Standard,Abuja,1,500,7500
C00025,2024-08-09,2024-10-08,Standard,Abuja,1,0,8000
C00025,2024-08-09,2024-11-07,Standard,Abuja,1,0,8000
C00025,2024-08-09,2024-12-07,Standard,Abuja,0,0,0
C00026,2024-01-30,2024-01-30,Standard,Kano,1,500,7500
C00026,2024-01-30,2024-02-29,Standard,Kano,1,500,7500
C00026,2024-01-30,2024-03-30,Standard,Kano,1,500,7500
C00026,2024-01-30,2024-04-29,Standard,Kano,1,0,8000
C00026,2024-01-30,2024-05-29,Standard,Kano,1,0,8000
C00026,2024-01-30,2024-06-28,Standard,Kano,1,500,7500
C00026,2024-01-30,2024-07-28,Standard,Kano,1,0,8000
C00026,2024-01-30,2024-08-27,Standard,Kano,1,2000,6000
C00026,2024-01-30,2024-09-26,Standard,Kano,1,1000,7000
C00026,2024-01-30,2024-10-26,Standard,Kano,1,0,8000
C00026,2024-01-30,2024-11-25,Standard,Kano,1,0,8000
C00026,2024-01-30,2024-12-25,Standard,Kano,1,0,8000
C00027,2024-10-08,2024-10-08,Standard,Abuja,1,0,8000
C00027,2024-10-08,2024-11-07,Standard,Abuja,1,0,8000
C00027,2024-10-08,2024-12-07,Standard,Abuja,1,0,8000
C00028,2024-05-06,2024-05-06,Premium,Lagos,1,0,12000
C00028,2024-05-06,2024-06-05,Premium,Lagos,1,0,12000
C00028,2024-05-06,2024-07-05,Premium,Lagos,1,1000,11000
C00028,2024-05-06,2024-08-04,Premium,Lagos,1,0,12000
C00028,2024-05-06,2024-09-03,Premium,Lagos,1,0,12000
C00028,2024-05-06,2024-10-03,Premium,Lagos,1,0,12000
C00028,2024-05-06,2024-11-02,Premium,Lagos,1,0,12000
C00028,2024-05-06,2024-12-02,Premium,Lagos,1,0,12000
C00029,2024-03-07,2024-03-07,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-04-06,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-05-06,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-06-05,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-07-05,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-08-04,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-09-03,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-10-03,Standard,Lagos,1,0,8000
C00029,2024-03-07,2024-11-02,Standard,Lagos,1,2000,6000
C00029,2024-03-07,2024-12-02,Standard,Lagos,1,2000,6000
C00030,2024-05-13,2024-05-13,Premium,Lagos,1,500,11500
C00030,2024-05-13,2024-06-12,Premium,Lagos,1,0,12000
C00030,2024-05-13,2024-07-12,Premium,Lagos,1,0,12000
C00030,2024-05-13,2024-08-11,Premium,Lagos,1,0,12000
C00030,2024-05-13,2024-09-10,Premium,Lagos,1,500,11500
C00030,2024-05-13,2024-10-10,Premium,Lagos,1,0,12000
C00030,2024-05-13,2024-11-09,Premium,Lagos,1,0,12000
C00030,2024-05-13,2024-12-09,Premium,Lagos,1,0,12000
C00031,2024-01-13,2024-01-13,Standard,Port Harcourt,1,500,7500
C00031,2024-01-13,2024-02-12,Standard,Port Harcourt,1,0,8000
C00031,2024-01-13,2024-03-13,Standard,Port Harcourt,1,1000,7000
C00031,2024-01-13,2024-04-12,Standard,Port Harcourt,0,0,0
C00031,2024-01-13,2024-05-12,Standard,Port Harcourt,1,0,8000
C00031,2024-01-13,2024-06-11,Standard,Port Harcourt,1,1000,7000
C00031,2024-01-13,2024-07-11,Standard,Port Harcourt,1,0,8000
C00031,2024-01-13,2024-08-10,Standard,Port Harcourt,1,1000,7000
C00031,2024-01-13,2024-09-09,Standard,Port Harcourt,1,0,8000
C00031,2024-01-13,2024-10-09,Standard,Port Harcourt,1,1000,7000
C00031,2024-01-13,2024-11-08,Standard,Port Harcourt,1,0,8000
C00031,2024-01-13,2024-12-08,Standard,Port Harcourt,1,0,8000
C00032,2024-08-12,2024-08-12,Basic,Lagos,1,1000,4000
C00032,2024-08-12,2024-09-11,Basic,Lagos,1,1000,4000
C00032,2024-08-12,2024-10-11,Basic,Lagos,1,0,5000
C00032,2024-08-12,2024-11-10,Basic,Lagos,1,0,5000
C00032,2024-08-12,2024-12-10,Basic,Lagos,1,0,5000
C00033,2024-10-15,2024-10-15,Basic,Lagos,1,0,5000
C00033,2024-10-15,2024-11-14,Basic,Lagos,1,0,5000
C00033,2024-10-15,2024-12-14,Basic,Lagos,1,500,4500
C00034,2024-05-15,2024-05-15,Basic,Kano,1,500,4500
C00034,2024-05-15,2024-06-14,Premium,Kano,1,0,12000
C00034,2024-05-15,2024-07-14,Premium,Kano,1,0,12000
C00034,2024-05-15,2024-08-13,Premium,Kano,1,0,12000
C00034,2024-05-15,2024-09-12,Premium,Kano,0,0,0
C00034,2024-05-15,2024-10-12,Premium,Kano,1,0,12000
C00034,2024-05-15,2024-11-11,Premium,Kano,0,0,0
C00034,2024-05-15,2024-12-11,Premium,Kano,1,0,12000
C00035,2024-02-20,2024-02-20,Standard,Port Harcourt,1,1000,7000
C00035,2024-02-20,2024-03-21,Standard,Port Harcourt,1,0,8000
C00035,2024-02-20,2024-04-20,Standard,Port Harcourt,1,0,8000
C00035,2024-02-20,2024-05-20,Standard,Port Harcourt,1,500,7500
C00035,2024-02-20,2024-06-19,Standard,Port Harcourt,1,0,8000
C00035,2024-02-20,2024-07-19,Standard,Port Harcourt,1,0,8000
C00035,2024-02-20,2024-08-18,Standard,Port Harcourt,1,1000,7000
C00035,2024-02-20,2024-09-17,Standard,Port Harcourt,1,1000,7000
C00035,2024-02-20,2024-10-17,Standard,Port Harcourt,1,1000,7000
C00035,2024-02-20,2024-11-16,Standard,Port Harcourt,1,0,8000
C00035,2024-02-20,2024-12-16,Basic,Port Harcourt,1,0,5000
C00036,2024-06-04,2024-06-04,Basic,Abuja,1,2000,3000
C00036,2024-06-04,2024-07-04,Basic,Abuja,1,0,5000
C00036,2024-06-04,2024-08-03,Basic,Abuja,1,0,5000
C00036,2024-06-04,2024-09-02,Basic,Abuja,1,0,5000
C00036,2024-06-04,2024-10-02,Basic,Abuja,1,0,5000
C00036,2024-06-04,2024-11-01,Standard,Abuja,1,0,8000
C00036,2024-06-04,2024-12-01,Standard,Abuja,1,0,8000
C00036,2024-06-04,2024-12-31,Standard,Abuja,1,0,8000
C00037,2024-05-11,2024-05-11,Basic,Abuja,1,500,4500
C00037,2024-05-11,2024-06-10,Basic,Abuja,1,0,5000
C00037,2024-05-11,2024-07-10,Basic,Abuja,0,1000,0
C00037,2024-05-11,2024-08-09,Basic,Abuja,1,0,5000
C00037,2024-05-11,2024-09-08,Basic,Abuja,1,0,5000
C00037,2024-05-11,2024-10-08,Basic,Abuja,1,1000,4000
C00037,2024-05-11,2024-11-07,Basic,Abuja,1,1000,4000
C00037,2024-05-11,2024-12-07,Basic,Abuja,1,1000,4000
C00038,2024-06-13,2024-06-13,Basic,Lagos,1,1000,4000
C00038,2024-06-13,2024-07-13,Premium,Lagos,1,1000,11000
C00038,2024-06-13,2024-08-12,Premium,Lagos,1,500,11500
C00038,2024-06-13,2024-09-11,Premium,Lagos,0,500,0
C00039,2024-07-13,2024-07-13,Standard,Port Harcourt,1,0,8000
C00039,2024-07-13,2024-08-12,Standard,Port Harcourt,1,1000,7000
C00039,2024-07-13,2024-09-11,Standard,Port Harcourt,0,500,0
C00040,2024-02-28,2024-02-28,Premium,Port Harcourt,1,0,12000
C00040,2024-02-28,2024-03-29,Premium,Port Harcourt,1,500,11500
C00040,2024-02-28,2024-04-28,Premium,Port Harcourt,1,500,11500
C00040,2024-02-28,2024-05-28,Premium,Port Harcourt,1,1000,11000
C00040,2024-02-28,2024-06-27,Premium,Port Harcourt,1,1000,11000
C00040,2024-02-28,2024-07-27,Premium,Port Harcourt,1,0,12000
C00040,2024-02-28,2024-08-26,Premium,Port Harcourt,1,0,12000
C00040,2024-02-28,2024-09-25,Premium,Port Harcourt,1,0,12000
C00040,2024-02-28,2024-10-25,Premium,Port Harcourt,1,500,11500
C00040,2024-02-28,2024-11-24,Premium,Port Harcourt,1,0,12000
C00040,2024-02-28,2024-12-24,Premium,Port Harcourt,1,0,12000
C00041,2024-02-15,2024-02-15,Basic,Port Harcourt,0,0,0
C00042,2024-01-29,2024-01-29,Basic,Port Harcourt,1,1000,4000
C00042,2024-01-29,2024-02-28,Basic,Port Harcourt,1,1000,4000
C00042,2024-01-29,2024-03-29,Basic,Port Harcourt,0,0,0
C00043,2024-08-26,2024-08-26,Basic,Kano,1,1000,4000
C00043,2024-08-26,2024-09-25,Basic,Kano,1,500,4500
C00043,2024-08-26,2024-10-25,Basic,Kano,1,0,5000
C00043,2024-08-26,2024-11-24,Basic,Kano,1,0,5000
C00043,2024-08-26,2024-12-24,Basic,Kano,1,0,5000
C00044,2024-04-11,2024-04-11,Standard,Kano,1,1000,7000
C00044,2024-04-11,2024-05-11,Standard,Kano,1,500,7500
C00044,2024-04-11,2024-06-10,Standard,Kano,1,2000,6000
C00044,2024-04-11,2024-07-10,Standard,Kano,1,500,7500
C00044,2024-04-11,2024-08-09,Standard,Kano,1,2000,6000
C00044,2024-04-11,2024-09-08,Standard,Kano,1,500,7500
C00044,2024-04-11,2024-10-08,Standard,Kano,1,0,8000
C00044,2024-04-11,2024-11-07,Standard,Kano,0,0,0
C00044,2024-04-11,2024-12-07,Standard,Kano,1,500,7500
C00045,2024-08-02,2024-08-02,Standard,Kano,1,1000,7000
C00045,2024-08-02,2024-09-01,Standard,Kano,1,0,8000
C00045,2024-08-02,2024-10-01,Standard,Kano,1,0,8000
C00045,2024-08-02,2024-10-31,Standard,Kano,1,0,8000
C00045,2024-08-02,2024-11-30,Standard,Kano,1,0,8000
C00045,2024-08-02,2024-12-30,Standard,Kano,1,0,8000
C00046,2024-01-16,2024-01-16,Basic,Port Harcourt,1,0,5000
C00046,2024-01-16,2024-02-15,Basic,Port Harcourt,1,1000,4000
C00046,2024-01-16,2024-03-16,Basic,Port Harcourt,0,500,0
C00046,2024-01-16,2024-04-15,Basic,Port Harcourt,1,0,5000
C00046,2024-01-16,2024-05-15,Basic,Port Harcourt,1,1000,4000
C00046,2024-01-16,2024-06-14,Basic,Port Harcourt,1,0,5000
C00046,2024-01-16,2024-07-14,Basic,Port Harcourt,1,0,5000
C00046,2024-01-16,2024-08-13,Basic,Port Harcourt,1,0,5000
C00046,2024-01-16,2024-09-12,Basic,Port Harcourt,1,0,5000
C00046,2024-01-16,2024-10-12,Standard,Port Harcourt,1,0,8000
C00046,2024-01-16,2024-11-11,Standard,Port Harcourt,1,2000,6000
C00046,2024-01-16,2024-12-11,Standard,Port Harcourt,1,0,8000
C00047,2024-01-11,2024-01-11,Premium,Lagos,1,2000,10000
C00047,2024-01-11,2024-02-10,Premium,Lagos,0,500,0
C00047,2024-01-11,2024-03-11,Premium,Lagos,1,0,12000
C00047,2024-01-11,2024-04-10,Premium,Lagos,1,500,11500
C00047,2024-01-11,2024-05-10,Premium,Lagos,1,2000,10000
C00047,2024-01-11,2024-06-09,Premium,Lagos,0,2000,0
C00048,2024-06-26,2024-06-26,Basic,Abuja,1,1000,4000
C00048,2024-06-26,2024-07-26,Basic,Abuja,1,0,5000
C00048,2024-06-26,2024-08-25,Basic,Abuja,1,0,5000
C00048,2024-06-26,2024-09-24,Basic,Abuja,1,0,5000
C00048,2024-06-26,2024-10-24,Basic,Abuja,0,1000,0
C00048,2024-06-26,2024-11-23,Basic,Abuja,1,0,5000
C00048,2024-06-26,2024-12-23,Basic,Abuja,1,0,5000
C00049,2024-03-30,2024-03-30,Standard,Abuja,1,500,7500
C00049,2024-03-30,2024-04-29,Standard,Abuja,1,0,8000
C00049,2024-03-30,2024-05-29,Standard,Abuja,1,1000,7000
C00049,2024-03-30,2024-06-28,Standard,Abuja,1,0,8000
C00049,2024-03-30,2024-07-28,Standard,Abuja,1,500,7500
C00049,2024-03-30,2024-08-27,Standard,Abuja,1,1000,7000
C00049,2024-03-30,2024-09-26,Standard,Abuja,1,500,7500
C00049,2024-03-30,2024-10-26,Standard,Abuja,1,500,7500
C00049,2024-03-30,2024-11-25,Standard,Abuja,1,1000,7000
C00049,2024-03-30,2024-12-25,Premium,Abuja,1,1000,11000
C00050,2024-02-08,2024-02-08,Basic,Port Harcourt,1,500,4500
C00050,2024-02-08,2024-03-09,Basic,Port Harcourt,1,0,5000
C00050,2024-02-08,2024-04-08,Basic,Port Harcourt,1,0,5000
C00050,2024-02-08,2024-05-08,Basic,Port Harcourt,1,1000,4000
C00050,2024-02-08,2024-06-07,Basic,Port Harcourt,1,0,5000
C00050,2024-02-08,2024-07-07,Basic,Port Harcourt,1,0,5000
C00050,2024-02-08,2024-08-06,Basic,Port Harcourt,1,500,4500
C00050,2024-02-08,2024-09-05,Basic,Port Harcourt,1,1000,4000
C00050,2024-02-08,2024-10-05,Basic,Port Harcourt,1,500,4500
C00050,2024-02-08,2024-11-04,Basic,Port Harcourt,1,0,5000
C00050,2024-02-08,2024-12-04,Basic,Port Harcourt,0,500,0
C00051,2024-01-07,2024-01-07,Basic,Abuja,1,0,5000
C00051,2024-01-07,2024-02-06,Basic,Abuja,1,0,5000
C00051,2024-01-07,2024-03-07,Basic,Abuja,0,0,0
C00052,2024-10-11,2024-10-11,Standard,Port Harcourt,1,500,7500
C00052,2024-10-11,2024-11-10,Standard,Port Harcourt,1,1000,7000
C00052,2024-10-11,2024-12-10,Standard,Port Harcourt,1,500,7500
C00053,2024-03-24,2024-03-24,Basic,Abuja,1,0,5000
C00053,2024-03-24,2024-04-23,Basic,Abuja,1,500,4500
C00053,2024-03-24,2024-05-23,Basic,Abuja,1,500,4500
C00053,2024-03-24,2024-06-22,Basic,Abuja,1,0,5000
C00053,2024-03-24,2024-07-22,Basic,Abuja,1,0,5000
C00053,2024-03-24,2024-08-21,Basic,Abuja,1,0,5000
C00053,2024-03-24,2024-09-20,Basic,Abuja,1,0,5000
C00053,2024-03-24,2024-10-20,Basic,Abuja,1,500,4500
C00053,2024-03-24,2024-11-19,Basic,Abuja,1,0,5000
C00053,2024-03-24,2024-12-19,Basic,Abuja,1,0,5000
C00054,2024-08-01,2024-08-01,Standard,Abuja,1,0,8000
C00054,2024-08-01,2024-08-31,Standard,Abuja,1,0,8000
C00054,2024-08-01,2024-09-30,Standard,Abuja,1,2000,6000
C00054,2024-08-01,2024-10-30,Standard,Abuja,1,500,7500
C00054,2024-08-01,2024-11-29,Standard,Abuja,0,500,0
C00054,2024-08-01,2024-12-29,Standard,Abuja,1,0,8000
C00055,2024-03-26,2024-03-26,Basic,Abuja,1,0,5000
C00055,2024-03-26,2024-04-25,Basic,Abuja,1,0,5000
C00055,2024-03-26,2024-05-25,Basic,Abuja,1,0,5000
C00055,2024-03-26,2024-06-24,Basic,Abuja,1,0,5000
C00055,2024-03-26,2024-07-24,Basic,Abuja,1,0,5000
C00055,2024-03-26,2024-08-23,Basic,Abuja,1,500,4500
C00055,2024-03-26,2024-09-22,Basic,Abuja,1,1000,4000
C00055,2024-03-26,2024-10-22,Basic,Abuja,1,500,4500
C00055,2024-03-26,2024-11-21,Basic,Abuja,1,1000,4000
C00055,2024-03-26,2024-12-21,Basic,Abuja,1,0,5000
C00056,2024-01-22,2024-01-22,Basic,Kano,1,0,5000
C00056,2024-01-22,2024-02-21,Basic,Kano,1,0,5000
C00056,2024-01-22,2024-03-22,Basic,Kano,1,500,4500
C00056,2024-01-22,2024-04-21,Basic,Kano,1,500,4500
C00056,2024-01-22,2024-05-21,Basic,Kano,1,0,5000
C00056,2024-01-22,2024-06-20,Basic,Kano,1,500,4500
C00056,2024-01-22,2024-07-20,Basic,Kano,1,0,5000
C00056,2024-01-22,2024-08-19,Basic,Kano,1,0,5000
C00056,2024-01-22,2024-09-18,Basic,Kano,1,1000,4000
C00056,2024-01-22,2024-10-18,Basic,Kano,0,0,0
C00056,2024-01-22,2024-11-17,Basic,Kano,1,500,4500
C00056,2024-01-22,2024-12-17,Basic,Kano,1,0,5000
C00057,2024-09-06,2024-09-06,Standard,Port Harcourt,1,0,8000
C00057,2024-09-06,2024-10-06,Standard,Port Harcourt,1,2000,6000
C00057,2024-09-06,2024-11-05,Standard,Port Harcourt,1,0,8000
C00057,2024-09-06,2024-12-05,Standard,Port Harcourt,1,0,8000
C00058,2024-04-09,2024-04-09,Premium,Kano,1,0,12000
C00058,2024-04-09,2024-05-09,Premium,Kano,1,0,12000
C00058,2024-04-09,2024-06-08,Premium,Kano,1,0,12000
C00058,2024-04-09,2024-07-08,Premium,Kano,1,500,11500
C00058,2024-04-09,2024-08-07,Premium,Kano,1,0,12000
C00058,2024-04-09,2024-09-06,Premium,Kano,1,0,12000
C00058,2024-04-09,2024-10-06,Premium,Kano,1,0,12000
C00058,2024-04-09,2024-11-05,Premium,Kano,1,1000,11000
